0.0 1.0 0
0.3090169943749474 0.9510565162951535 1
0.5877852522924731 0.8090169943749475 2
0.8090169943749473 0.5877852522924732 3
0.9510565162951535 0.30901699437494745 4
1.0 6.123233995736766e-17 5
0.9510565162951536 -0.30901699437494734 6
0.8090169943749475 -0.587785252292473 7
0.5877852522924732 -0.8090169943749473 8
0.3090169943749475 -0.9510565162951535 9
1.2246467991473532e-16 -1.0 10
-0.3090169943749473 -0.9510565162951536 11
-0.587785252292473 -0.8090169943749475 12
-0.8090169943749473 -0.5877852522924732 13
-0.9510565162951535 -0.30901699437494756 14
-1.0 -1.8369701987210297e-16 15
-0.9510565162951536 0.30901699437494723 16
-0.8090169943749476 0.5877852522924729 17
-0.5877852522924732 0.8090169943749473 18
-0.3090169943749476 0.9510565162951535 19
